"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"Visit","Visit.Service","Visit.Service","","","",1,*,"","","","http://fhir.ch/ig/ch-alis-connect/StructureDefinition/Service {[]} {[]}
","3, Leistung, Leistungen stehen zum Patient im Verhältnis 1:N","3, Leistung, Leistungen stehen zum Patient im Verhältnis 1:N","","","","","","","","","",,,,,"",,,,"Visit.Service",1,*,"",""
"ch-alis-connect-chargeitem","ChargeItem","ChargeItem","","","",0,*,"","","","null {[]} {[]}
","CH ALIS ChargeItem","The resource ChargeItem describes the provision of healthcare provider products for a certain patient, therefore referring not only to the product, but containing in addition details of the provision, like date, time, amounts and participating organizations and persons. Main Usage of the ChargeItem is to enable the billing process and internal cost allocation.","","","","","","","","","",,,,,"",,,,"ChargeItem",0,*,"","dom-2:If the resource is contained in another resource, it SHALL NOT contain nested Resources {contained.contained.empty()}
dom-3:If the resource is contained in another resource, it SHALL be referred to from elsewhere in the resource or SHALL refer to the containing resource {contained.where((('#'+id in (%resource.descendants().reference | %resource.descendants().as(canonical) | %resource.descendants().as(uri) | %resource.descendants().as(url))) or descendants().where(reference = '#').exists() or descendants().where(as(canonical) = '#').exists() or descendants().where(as(canonical) = '#').exists()).not()).trace('unmatched', id).empty()}dom-4:If a resource is contained in another resource, it SHALL NOT have a meta.versionId or a meta.lastUpdated {contained.meta.versionId.empty() and contained.meta.lastUpdated.empty()}dom-5:If a resource is contained in another resource, it SHALL NOT have a security label {contained.meta.security.empty()}dom-6:A resource should have narrative for robust management {text.`div`.exists()}"
"ch-alis-connect-chargeitem","ChargeItem.id","ChargeItem.id","","","",0,1,"","","Y","id {[]} {[]}
","Logical id of this artifact","The logical id of the resource, as used in the URL for the resource. Once assigned, this value never changes.","The only time that a resource does not have an id is when it is being submitted to the server using a create operation.","","","","","","","","",,,,,"",,,,"Resource.id",0,1,"",""
"ch-alis-connect-chargeitem","ChargeItem.meta","ChargeItem.meta","","","",0,1,"","","Y","Meta {[]} {[]}
","Metadata about the resource","The metadata about the resource. This is content that is maintained by the infrastructure. Changes to the content might not always be associated with version changes to the resource.","","","","","","","","","",,,,,"",,,,"Resource.meta",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"ch-alis-connect-chargeitem","ChargeItem.implicitRules","ChargeItem.implicitRules","","","",0,1,"","Y","Y","uri {[]} {[]}
","A set of rules under which this content was created","A reference to a set of rules that were followed when the resource was constructed, and which must be understood when processing the content. Often, this is a reference to an implementation guide that defines the special rules along with other profiles etc.","Asserting this rule set restricts the content to be only understood by a limited set of trading partners. This inherently limits the usefulness of the data in the long term. However, the existing health eco-system is highly fractured, and not yet ready to define, collect, and exchange data in a generally computable sense. Wherever possible, implementers and/or specification writers should avoid using this element. Often, when used, the URL is a reference to an implementation guide that defines these special rules as part of it's narrative along with other profiles, value sets, etc.","","","","","","","","",,,,,"",,,,"Resource.implicitRules",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"ch-alis-connect-chargeitem","ChargeItem.language","ChargeItem.language","","","",0,1,"","","","code {[]} {[]}
","Language of the resource content","The base language in which the resource is written.","Language is provided to support indexing and accessibility (typically, services such as text to speech use the language tag). The html language tag in the narrative applies  to the narrative. The language tag on the resource may be used to specify the language of other presentations generated from the data in the resource. Not all the content has to be in the base language. The Resource.language should not be assumed to apply to the narrative automatically. If a language is specified, it should it also be specified on the div element in the html (see rules in HTML5 for information about the relationship between xml:lang and the html lang attribute).","","","","","","","","",,"preferred","A human language.","http://hl7.org/fhir/ValueSet/languages|4.0.1","",,,,"Resource.language",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"ch-alis-connect-chargeitem","ChargeItem.text","ChargeItem.text","","narrative
htmlxhtmldisplay","",0,1,"","","","Narrative {[]} {[]}
","Text summary of the resource, for human interpretation","A human-readable narrative that contains a summary of the resource and can be used to represent the content of the resource to a human. The narrative need not encode all the structured data, but is required to contain sufficient detail to make it ""clinically safe"" for a human to just read the narrative. Resource definitions may define what content should be represented in the narrative to ensure clinical safety.","Contained resources do not have narrative. Resources that are not contained SHOULD have a narrative. In some cases, a resource may only have text with little or no additional discrete data (as long as all minOccurs=1 elements are satisfied).  This may be necessary for data from legacy systems where information is captured as a ""text blob"" or where text is additionally entered raw or narrated and encoded information is added later.","","","","","","","","",,,,,"",,,,"DomainResource.text",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"ch-alis-connect-chargeitem","ChargeItem.contained","ChargeItem.contained","","inline resources
anonymous resourcescontained resources","",2,*,"","","","Resource {[]} {[]}
","Contained Resources (Patient, Encounter, Condition)","These resources do not have an independent existence apart from the resource that contains them - they cannot be identified independently, and nor can they have their own independent transaction scope.","This should never be done when the content can be identified properly, as once identification is lost, it is extremely difficult (and context dependent) to restore it again. Contained resources may have profiles and tags In their meta elements, but SHALL NOT have security labels.","","","","","","","","",,,,,"",,,,"DomainResource.contained",0,*,"",""
"ch-alis-connect-chargeitem","ChargeItem.extension","ChargeItem.extension","","","",0,*,"","","","Extension {[]} {[]}
","Extension","An Extension","","","","","","","","","",,,,,"","value:url}
","",,"open","DomainResource.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"ch-alis-connect-chargeitem","ChargeItem.extension:ItemNumber","ChargeItem.extension","ItemNumber","","",0,1,"","","","Extension {[CanonicalType[http://fhir.ch/ig/ch-alis-connect/StructureDefinition/ch-alis-connect-ext-itemnumber]]} {[]}
","ItemNumber","This extension describes the ItemNumber (Laufnummer).","","","","","","","","","",,,,,"",,,,"DomainResource.extension",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"ch-alis-connect-chargeitem","ChargeItem.extension:RefItemNumber","ChargeItem.extension","RefItemNumber","","",0,1,"","","","Extension {[CanonicalType[http://fhir.ch/ig/ch-alis-connect/StructureDefinition/ch-alis-connect-ext-refitemnumber]]} {[]}
","RefItemNumber","This extension describes the RefItemNumber (Referenz Laufnummer zu Hauptleistung).","","","","","","","","","",,,,,"",,,,"DomainResource.extension",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"ch-alis-connect-chargeitem","ChargeItem.extension:SessionID","ChargeItem.extension","SessionID","","",0,1,"","","","Extension {[CanonicalType[http://fhir.ch/ig/ch-alis-connect/StructureDefinition/ch-alis-connect-ext-sessionid]]} {[]}
","SessionID","This extension describes the SessionID.","","","","","","","","","",,,,,"",,,,"DomainResource.extension",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"ch-alis-connect-chargeitem","ChargeItem.extension:OrderID","ChargeItem.extension","OrderID","","",0,1,"","","","Extension {[CanonicalType[http://fhir.ch/ig/ch-alis-connect/StructureDefinition/ch-alis-connect-ext-orderid]]} {[]}
","OrderID","This extension describes the OrderID.","","","","","","","","","",,,,,"",,,,"DomainResource.extension",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"ch-alis-connect-chargeitem","ChargeItem.extension:OrderDate","ChargeItem.extension","OrderDate","","",0,1,"","","","Extension {[CanonicalType[http://fhir.ch/ig/ch-alis-connect/StructureDefinition/ch-alis-connect-ext-orderdate]]} {[]}
","OrderDate","This extension describes the OrderDate.","","","","","","","","","",,,,,"",,,,"DomainResource.extension",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"ch-alis-connect-chargeitem","ChargeItem.extension:SectionCode","ChargeItem.extension","SectionCode","","",0,1,"","","","Extension {[CanonicalType[http://fhir.ch/ig/ch-alis-connect/StructureDefinition/ch-alis-connect-ext-sectioncode]]} {[]}
","SectionCode","This extension describes the SectionCode.","","","","","","","","","",,,,,"",,,,"DomainResource.extension",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"ch-alis-connect-chargeitem","ChargeItem.extension:Form","ChargeItem.extension","Form","","",0,1,"","","","Extension {[CanonicalType[http://fhir.ch/ig/ch-alis-connect/StructureDefinition/ch-alis-connect-ext-form]]} {[]}
","Form","This extension describes the Form.","","","","","","","","","",,,,,"",,,,"DomainResource.extension",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"ch-alis-connect-chargeitem","ChargeItem.extension:TPValue","ChargeItem.extension","TPValue","","",0,1,"","","","Extension {[CanonicalType[http://fhir.ch/ig/ch-alis-connect/StructureDefinition/ch-alis-connect-ext-tpvalue]]} {[]}
","TPValue","This extension describes the TPValue.","","","","","","","","","",,,,,"",,,,"DomainResource.extension",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"ch-alis-connect-chargeitem","ChargeItem.extension:SessionAnnexB","ChargeItem.extension","SessionAnnexB","","",0,1,"","","","Extension {[CanonicalType[http://fhir.ch/ig/ch-alis-connect/StructureDefinition/ch-alis-connect-ext-sessionannexb]]} {[]}
","SessionAnnexB","This extension describes SessionAnnexB","","","","","","","","","",,,,,"",,,,"DomainResource.extension",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"ch-alis-connect-chargeitem","ChargeItem.extension:ServiceAssignment","ChargeItem.extension","ServiceAssignment","","",0,1,"","","","Extension {[CanonicalType[http://fhir.ch/ig/ch-alis-connect/StructureDefinition/ch-alis-connect-ext-serviceassignment]]} {[]}
","ServiceAssignment","This extension describes ServiceAssignment","","","","","","","","","",,,,,"",,,,"DomainResource.extension",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"ch-alis-connect-chargeitem","ChargeItem.extension:ServiceItemErrorCode","ChargeItem.extension","ServiceItemErrorCode","","",0,1,"","","","Extension {[CanonicalType[http://fhir.ch/ig/ch-alis-connect/StructureDefinition/ch-alis-connect-ext-serviceitemerrorcode]]} {[]}
","ServiceItemErrorCode","This extension describes the ServiceItemErrorCode (Fehlercode).","","","","","","","","","",,,,,"",,,,"DomainResource.extension",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"ch-alis-connect-chargeitem","ChargeItem.extension:ParameterV40","ChargeItem.extension","ParameterV40","","",0,*,"","","","Extension {[CanonicalType[http://fhir.ch/ig/ch-alis-connect/StructureDefinition/ch-alis-connect-ext-parameterv40]]} {[]}
","ParameterV40","This extension describes the ParameterV40 with ParamTyp and ParamValue.","","","","","","","","","",,,,,"",,,,"DomainResource.extension",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"ch-alis-connect-chargeitem","ChargeItem.extension:SLIndicationCode","ChargeItem.extension","SLIndicationCode","","",0,*,"","","","Extension {[CanonicalType[http://fhir.ch/ig/ch-core/StructureDefinition/ch-ext-epl-regulated-authorization-limitation-indication-code]]} {[]}
","ParameterV40: SLIndicationCode","Optional Extension Element - found in all resources.","","","","","","","","","",,,,,"",,,,"DomainResource.extension",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"ch-alis-connect-chargeitem","ChargeItem.modifierExtension","ChargeItem.modifierExtension","","extensions
user content","",0,*,"","Y","","Extension {[]} {[]}
","Extensions that cannot be ignored","May be used to represent additional information that is not part of the basic definition of the resource and that modifies the understanding of the element that contains it and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"DomainResource.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"ch-alis-connect-chargeitem","ChargeItem.identifier","ChargeItem.identifier","","","",0,*,"","","Y","Identifier {[]} {[]}
","Business Identifier for item","Identifiers assigned to this event performer or other systems.","","Allows identification of the charge Item as it is known by various participating systems and in a way that remains consistent across servers.","","","","","","","",,,,,"",,,,"ChargeItem.identifier",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"ch-alis-connect-chargeitem","ChargeItem.definitionUri","ChargeItem.definitionUri","","","",0,*,"","","","uri {[]} {[]}
","Defining information about the code of this charge item","References the (external) source of pricing information, rules of application for the code this ChargeItem uses.","","","","","","","","","",,,,,"",,,,"ChargeItem.definitionUri",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"ch-alis-connect-chargeitem","ChargeItem.definitionCanonical","ChargeItem.definitionCanonical","","","",0,*,"","","","canonical {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/ChargeItemDefinition|4.0.1]]}
","Resource defining the code of this ChargeItem","References the source of pricing information, rules of application for the code this ChargeItem uses.","","","","","","","","","",,,,,"",,,,"ChargeItem.definitionCanonical",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"ch-alis-connect-chargeitem","ChargeItem.status","ChargeItem.status","","","",1,1,"","Y","Y","code {[]} {[]}
","billable | not-billable","The current state of the ChargeItem.","Unknown does not represent ""other"" - one of the defined statuses must apply.  Unknown is used when the authoring system is not sure what the current status is.

This element is labeled as a modifier because the status contains the code entered-in-error that marks the charge item as not currently valid.","","","","","","","","",,"required","Codes identifying the lifecycle stage of a ChargeItem.","http://hl7.org/fhir/ValueSet/chargeitem-status|4.0.1","",,,,"ChargeItem.status",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"ch-alis-connect-chargeitem","ChargeItem.partOf","ChargeItem.partOf","","container
","",0,*,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/ChargeItem|4.0.1]]}
","Part of referenced ChargeItem","ChargeItems can be grouped to larger ChargeItems covering the whole set.","","E.g. Drug administration as part of a procedure, procedure as part of observation, etc.","","","","","","","",,,,,"",,,,"ChargeItem.partOf",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"ch-alis-connect-chargeitem","ChargeItem.code","ChargeItem.code","","type
","",1,1,"","","Y","CodeableConcept {[]} {[]}
","A code that identifies the charge, like a billing code","A code that identifies the charge, like a billing code.","","","","","","","","","",,"example","Example set of codes that can be used for billing purposes.","http://hl7.org/fhir/ValueSet/chargeitem-billingcodes|4.0.1","",,,,"ChargeItem.code",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"ch-alis-connect-chargeitem","ChargeItem.code.id","ChargeItem.code.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
